CUSTNAME,GenderCode,ADDRESS1,CITY,STATE,COUNTRY_CODE,POSTAL_CODE,POSTAL_CODE_PLUS4,ADDRESS2,EMAIL_ADDRESS,PHONE_NUMBER,CREDITCARD_TYPE,LOCALITY,SALESMAN_ID,NATIONALITY,NATIONAL_ID,CREDITCARD_NUMBER,DRIVER_LICENSE,CUSTID,ORDER_ID,ORDER_DATE,ORDER_TIME,FREIGHT_CHARGES,ORDER_SALESMAN,ORDER_POSTED_DATE,ORDER_SHIP_DATE,AGE,ORDER_VALUE,T_TYPE,PURCHASE_TOUCHPOINT,PURCHASE_STATUS,ORDER_TYPE,GENERATION,Detergent Powder,Dettol,Geometry Sets,Handwash,Note Book,OZiva Protein,Pen,Pencil,Rechargeble Solor Light,Regular Rice 10 kg,Solar Cooker,Glucose solution 50%,Cerelac From 6 Months,Cerelac From 12 Months,Rice 5 kg,Milk Cereal,Veg Soup,Horlicks
Marian Fife,Mrs.,2151 Dawson Drive,Los Angeles,CA,US,90088,0,,Marian.Fife@ultrapostman.com,742-476-8919,Diners Club,,NE301 ,U.S.,22747484,3.61856E+13,,15107,14509,00:00.0,58:08.1,29.49,WE157 ,00:00.0,20-09-16,78,213.81,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Marian Fife,Mrs.,2151 Dawson Drive,Los Angeles,CA,US,90088,0,,Marian.Fife@ultrapostman.com,742-476-8919,Diners Club,,NE301 ,U.S.,22747484,3.6823E+13,,15107,14510,00:00.0,31:07.0,30.43,WE349 ,00:00.0,16-06-16,78,143.02,Cancelled,Desktop,Frequent,MediumValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Marian Fife,Mrs.,2151 Dawson Drive,Los Angeles,CA,US,90088,0,,Marian.Fife@ultrapostman.com,742-476-8919,Diners Club,,NE301 ,U.S.,22747484,3.64999E+13,,15107,14511,00:00.0,25:18.0,7.25,SC124 ,00:00.0,22-07-16,78,173.13,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Marian Fife,Mrs.,2151 Dawson Drive,Los Angeles,CA,US,90088,0,,Marian.Fife@ultrapostman.com,742-476-8919,Diners Club,,NE301 ,U.S.,22747484,3.65712E+13,,15107,14512,00:00.0,09:52.6,11.28,NC229 ,00:00.0,18-01-16,78,284.28,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Katharine Simpson,Mrs.,260 Trymore Road,Los Angeles,CA,US,90064,0,,Katharine.Simpson@fact-mail.com,667-633-7262,VISA,,WE415 ,U.S.,22747484,4.39497E+15,,15108,14513,00:00.0,12:33.7,8.1,NE370 ,00:00.0,10-12-16,78,176.96,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Katharine Simpson,Mrs.,260 Trymore Road,Los Angeles,CA,US,90064,0,,Katharine.Simpson@fact-mail.com,667-633-7262,VISA,,WE415 ,U.S.,22747484,4.6902E+15,,15108,14514,00:00.0,59:15.5,4.5,NC292 ,00:00.0,14-04-16,78,18.51,Complete,Desktop,Frequent,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Katharine Simpson,Mrs.,260 Trymore Road,Los Angeles,CA,US,90064,0,,Katharine.Simpson@fact-mail.com,667-633-7262,VISA,,WE415 ,U.S.,22747484,4.13534E+15,,15108,14515,00:00.0,25:29.7,9.43,WE223 ,00:00.0,07-03-16,78,154.92,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Eddie Heath,Mr.,2835 Christie Way,Los Angeles,CA,US,90062,0,,Eddie.Heath@fubako.com,217-288-9701,American Express,,SC199 ,U.S.,22747484,3.40763E+14,,15109,14516,00:00.0,24:20.3,5.16,SE334 ,00:00.0,02-05-16,21,114.94,Complete,Phone,Occasional,MediumValue,Gen_Z,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Eddie Heath,Mr.,2835 Christie Way,Los Angeles,CA,US,90062,0,,Eddie.Heath@fubako.com,217-288-9701,American Express,,SC199 ,U.S.,22747484,3.72121E+14,,15109,14517,00:00.0,15:04.1,15.41,SW142 ,00:00.0,03-02-16,21,99.99,Complete,Phone,Occasional,MediumValue,Gen_Z,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Charlie Perez,Mr.,2425 Snyder Avenue,Los Angeles,CA,US,90058,0,,Charlie.Perez@keyakiclub.net,501-307-8153,Diners Club,,NW382 ,U.S.,22747484,3.63083E+13,,15110,14518,00:00.0,02:06.8,6.65,NW379 ,00:00.0,26-05-16,60,16.95,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Charlie Perez,Mr.,2425 Snyder Avenue,Los Angeles,CA,US,90058,0,,Charlie.Perez@keyakiclub.net,501-307-8153,Diners Club,,NW382 ,U.S.,22747484,3.60163E+13,,15110,14519,00:00.0,20:55.6,29.2,SC325 ,00:00.0,06-09-16,60,39.41,In-Progress,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Charlie Perez,Mr.,2425 Snyder Avenue,Los Angeles,CA,US,90058,0,,Charlie.Perez@keyakiclub.net,501-307-8153,Diners Club,,NW382 ,U.S.,22747484,3.67895E+13,,15110,14520,00:00.0,35:12.4,24.5,NE304 ,00:00.0,10-10-16,60,6.51,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Joann Martin,Mrs.,1555 Kooter Lane,Los Angeles,CA,US,90005,0,,Joann.Martin@fact-mail.com,424-171-2510,Discover,,NC100 ,U.S.,22747484,6.01119E+15,,15111,14521,00:00.0,15:56.5,27.84,SE397 ,00:00.0,15-06-16,21,65.33,Complete,Phone,Occasional,MediumValue,Gen_Z,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mattie Quinones,Mrs.,1393 Parkway Street,Los Angeles,CA,US,90051,0,,Mattie.Quinones@drive.co.jp,302-514-3396,Discover,,SE334 ,U.S.,22747484,6.01133E+15,,15112,14522,00:00.0,29:24.6,4.78,NW247 ,00:00.0,07-06-16,31,6.49,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Mattie Quinones,Mrs.,1393 Parkway Street,Los Angeles,CA,US,90051,0,,Mattie.Quinones@drive.co.jp,302-514-3396,Discover,,SE334 ,U.S.,22747484,6.01125E+15,,15112,14523,00:00.0,21:59.2,25.25,NC232 ,00:00.0,11-02-16,31,9.55,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mattie Quinones,Mrs.,1393 Parkway Street,Los Angeles,CA,US,90051,0,,Mattie.Quinones@drive.co.jp,302-514-3396,Discover,,SE334 ,U.S.,22747484,6.01153E+15,,15112,14524,00:00.0,33:55.1,7.9,SE271 ,00:00.0,23-09-16,31,9.14,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Irvin Norris,Mr.,606 Prospect Valley Road,Los Angeles,CA,US,90077,0,,Irvin.Norris@ezweb.ne.jp,104-709-8686,Diners Club,,WE154 ,U.S.,22747484,3.65041E+13,,15113,14525,00:00.0,56:27.9,10.91,NC298 ,00:00.0,02-05-16,79,98.02,Complete,Desktop,Frequent,MediumValue,Baby_Boomers,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Irvin Norris,Mr.,606 Prospect Valley Road,Los Angeles,CA,US,90077,0,,Irvin.Norris@ezweb.ne.jp,104-709-8686,Diners Club,,WE154 ,U.S.,22747484,3.63502E+13,,15113,14526,00:00.0,12:48.4,15.52,SE265 ,00:00.0,12-04-16,79,271.19,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Irvin Norris,Mr.,606 Prospect Valley Road,Los Angeles,CA,US,90077,0,,Irvin.Norris@ezweb.ne.jp,104-709-8686,Diners Club,,WE154 ,U.S.,22747484,3.60941E+13,,15113,14527,00:00.0,36:08.1,15.6,SC322 ,00:00.0,12-06-16,79,274.31,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Irvin Norris,Mr.,606 Prospect Valley Road,Los Angeles,CA,US,90077,0,,Irvin.Norris@ezweb.ne.jp,104-709-8686,Diners Club,,WE154 ,U.S.,22747484,3.63152E+13,,15113,14528,00:00.0,20:50.9,3.54,NW310 ,00:00.0,29-08-16,79,258.38,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Darius Stahl,Mr.,2648 Maple Avenue,Los Angeles,CA,US,90042,0,,Darius.Stahl@csc.jp,543-341-7236,VISA,,SE403 ,U.S.,22747484,4.28305E+15,,15114,14529,00:00.0,51:43.6,11.82,NC361 ,00:00.0,27-11-16,39,41.62,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darius Stahl,Mr.,2648 Maple Avenue,Los Angeles,CA,US,90042,0,,Darius.Stahl@csc.jp,543-341-7236,VISA,,SE403 ,U.S.,22747484,4.01562E+15,,15114,14530,00:00.0,14:25.8,17.79,SC193 ,00:00.0,01-01-16,39,26.98,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Vivian Hornsby,Mrs.,136 Concord Street,Los Angeles,CA,US,90007,0,,Vivian.Hornsby@dodgeit.com,224-686-5266,VISA,,WE418 ,U.S.,22747484,4.41324E+15,,15115,14531,00:00.0,13:58.1,6.8,NC166 ,00:00.0,30-01-16,79,9999999,In-Progress,Desktop,Frequent,MediumValue,Baby_Boomers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vivian Hornsby,Mrs.,136 Concord Street,Los Angeles,CA,US,90007,0,,Vivian.Hornsby@dodgeit.com,224-686-5266,VISA,,WE418 ,U.S.,22747484,4.06166E+15,,15115,14532,00:00.0,39:35.3,14.2,SC388 ,00:00.0,09-06-16,79,52.19,Complete,Desktop,Frequent,MediumValue,Baby_Boomers,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Vivian Hornsby,Mrs.,136 Concord Street,Los Angeles,CA,US,90007,0,,Vivian.Hornsby@dodgeit.com,224-686-5266,VISA,,WE418 ,U.S.,22747484,4.85508E+15,,15115,14533,00:00.0,13:49.6,7.38,NC358 ,00:00.0,20-09-16,79,201.38,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Gladys Prosser,Mrs.,1975 Logan Lane,Los Angeles,CA,US,90029,0,,Gladys.Prosser@drive.co.jp,670-406-9059,JCB,,SW274 ,U.S.,22747484,3.52864E+15,,15116,14534,00:00.0,14:46.5,13.49,SW280 ,00:00.0,14-06-16,age-71,262.72,Complete,Phone,Occasional,HighValue,Gen_Z,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gladys Prosser,Mrs.,1975 Logan Lane,Los Angeles,CA,US,90029,0,,Gladys.Prosser@drive.co.jp,670-406-9059,JCB,,SW274 ,U.S.,22747484,3.52818E+15,,15116,14535,00:00.0,48:36.0,13.99,SW274 ,00:00.0,02-05-16,age-71,150.56,Cancelled,Phone,Occasional,MediumValue,Gen_Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Gladys Prosser,Mrs.,1975 Logan Lane,Los Angeles,CA,US,90029,0,,Gladys.Prosser@drive.co.jp,670-406-9059,JCB,,SW274 ,U.S.,22747484,3.52835E+15,,15116,14536,00:00.0,02:56.4,29.23,NC169 ,00:00.0,20-05-16,age-71,91.35,Complete,Desktop,Occasional,MediumValue,Gen_Z,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Gladys Prosser,Mrs.,1975 Logan Lane,Los Angeles,CA,US,90029,0,,Gladys.Prosser@drive.co.jp,670-406-9059,JCB,,SW274 ,U.S.,22747484,3.52829E+15,,15116,14537,00:00.0,52:17.6,9.62,RP385 ,00:00.0,20-07-16,age-71,110.48,Complete,Phone,Occasional,MediumValue,Gen_Z,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Gladys Prosser,Mrs.,1975 Logan Lane,Los Angeles,CA,US,90029,0,,Gladys.Prosser@drive.co.jp,670-406-9059,JCB,,SW274 ,U.S.,22747484,3.52885E+15,,15116,14538,00:00.0,57:40.8,27.52,NC361 ,00:00.0,07-07-16,age-71,204.99,Complete,Phone,Occasional,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Lori Vinson,Mrs.,3889 Coleman Avenue,Los Angeles,CA,US,90093,0,,Lori.Vinson@ezweb.ne.jp,664-445-9562,VISA,,NE307 ,U.S.,22747484,4.4698E+15,,15117,14539,00:00.0,03:36.0,28.18,NC364 ,00:00.0,16-04-16,39,18.3,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lori Vinson,Mrs.,3889 Coleman Avenue,Los Angeles,CA,US,90093,0,,Lori.Vinson@ezweb.ne.jp,664-445-9562,VISA,,NE307 ,U.S.,22747484,4.04442E+15,,15117,14540,00:00.0,12:08.8,27.17,NE172 ,00:00.0,17-09-16,39,43.18,Abandoned,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Lori Vinson,Mrs.,3889 Coleman Avenue,Los Angeles,CA,US,90093,0,,Lori.Vinson@ezweb.ne.jp,664-445-9562,VISA,,NE307 ,U.S.,22747484,4.89581E+15,,15117,14541,00:00.0,30:14.7,15.75,NW112 ,00:00.0,25-07-16,39,8.07,Abandoned,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Lori Vinson,Mrs.,3889 Coleman Avenue,Los Angeles,CA,US,90093,0,,Lori.Vinson@ezweb.ne.jp,664-445-9562,VISA,,NE307 ,U.S.,22747484,4.668E+15,,15117,14542,00:00.0,32:23.6,5.4,SE331 ,00:00.0,01-11-16,39,18.94,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Lori Vinson,Mrs.,3889 Coleman Avenue,Los Angeles,CA,US,90093,0,,Lori.Vinson@ezweb.ne.jp,664-445-9562,VISA,,NE307 ,U.S.,22747484,4.56907E+15,,15117,14543,00:00.0,54:59.5,7.15,NE235 ,00:00.0,25-08-16,39,49.23,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maritza Webster,Mrs.,1717 Ben Street,Los Angeles,CA,US,90077,0,,Maritza.Webster@ultrapostman.com,256-633-2969,American Express,,SW280 ,U.S.,22747484,3.78179E+14,,15118,14544,00:00.0,20:09.4,2.97,NC298 ,00:00.0,22-07-16,66,178.04,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Minnie Cruz,Mrs.,3235 Adamsville Road,Los Angeles,CA,US,90023,0,,Minnie.Cruz@otegami.com,674-415-1393,Discover,,NC160 ,U.S.,22747484,6.0112E+15,,15119,14545,00:00.0,37:12.2,16.49,SC130 ,00:00.0,23-09-16,18,22.8,Complete,Phone,Frequent,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Faustino Adamson,Mr.,1732 Fidler Drive,Los Angeles,CA,US,90001,0,,Faustino.Adamson@excite.co.jp,227-456-7330,JCB,,NW316 ,U.S.,22747484,3.52839E+15,,15120,14546,00:00.0,01:12.0,7.27,NC295 ,00:00.0,15-08-16,age-47,148.45,Abandoned,Phone,Frequent,MediumValue,Gen_Z,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Carleen Mcmorrow,Mrs.,548 Java Lane,Los Angeles,CA,US,90102,0,,Carleen.Mcmorrow@fact-mail.com,371-370-2654,American Express,,NE373 ,U.S.,22747484,3.70211E+14,,15121,14547,00:00.0,09:32.6,24.42,SW142 ,00:00.0,03-05-16,70,249.86,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Carleen Mcmorrow,Mrs.,548 Java Lane,Los Angeles,CA,US,90102,0,,Carleen.Mcmorrow@fact-mail.com,371-370-2654,American Express,,NE373 ,U.S.,22747484,3.41769E+14,,15121,14548,00:00.0,22:25.8,8.2,NE301 ,00:00.0,21-01-16,70,124.44,Complete,Desktop,Frequent,MediumValue,Baby_Boomers,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Carleen Mcmorrow,Mrs.,548 Java Lane,Los Angeles,CA,US,90102,0,,Carleen.Mcmorrow@fact-mail.com,371-370-2654,American Express,,NE373 ,U.S.,22747484,3.48822E+14,,15121,14549,00:00.0,28:11.2,17.5,WE289 ,00:00.0,03-06-16,70,225.37,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
Peggy Sauer,Mrs.,2859 Meadowview Drive,Los Angeles,CA,US,90094,0,,Peggy.Sauer@ultrapostman.com,410-180-2024,Master Card,,NC160 ,U.S.,22747484,5.19395E+15,,15122,14550,00:00.0,27:39.6,16.65,SC262 ,00:00.0,31-05-16,66,206.04,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Stuart Thompson,Mr.,4569 Emily Drive,Los Angeles,CA,US,90029,0,,Stuart.Thompson@netidol.jp,216-613-8937,Discover,,SE271 ,U.S.,22747484,6.01116E+15,,15123,14551,00:00.0,00:12.8,16.79,SW406 ,00:00.0,21-08-16,age-80,54.27,Complete,Phone,FirstTime,MediumValue,Gen_Z,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shirley Mcintosh,Mrs.,978 Quincy Street,Los Angeles,CA,US,90083,0,,Shirley.Mcintosh@yahoo.co.jp,446-242-9659,Diners Club,,NW376 ,U.S.,22747484,3.66777E+13,,15124,14552,00:00.0,04:13.8,3.9,NC298 ,00:00.0,16-12-16,76,227.44,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Shirley Mcintosh,Mrs.,978 Quincy Street,Los Angeles,CA,US,90083,0,,Shirley.Mcintosh@yahoo.co.jp,446-242-9659,Diners Club,,NW376 ,U.S.,22747484,3.64329E+13,,15124,14553,00:00.0,51:09.3,3.68,SE205 ,00:00.0,28-06-16,76,169,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Shenika Enriquez,Mrs.,4998 Smith Road,Los Angeles,CA,US,90050,0,,Shenika.Enriquez@tera-hp.net,250-381-3940,Master Card,,WE223 ,U.S.,22747484,5.14095E+15,,15125,14554,00:00.0,34:57.9,14.5,NW184 ,00:00.0,19-11-16,NA,20.37,Abandoned,Phone,Frequent,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Shenika Enriquez,Mrs.,4998 Smith Road,Los Angeles,CA,US,90050,0,,Shenika.Enriquez@tera-hp.net,250-381-3940,Master Card,,WE223 ,U.S.,22747484,5.1897E+15,,15125,14555,00:00.0,15:16.3,7.2,NW250 ,00:00.0,08-09-16,NA,8.92,Complete,Phone,Frequent,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Shenika Enriquez,Mrs.,4998 Smith Road,Los Angeles,CA,US,90050,0,,Shenika.Enriquez@tera-hp.net,250-381-3940,Master Card,,WE223 ,U.S.,22747484,5.17374E+15,,15125,14556,00:00.0,53:39.9,28.22,RP319 ,00:00.0,04-04-16,NA,269.82,In-Progress,Phone,Frequent,HighValue,Gen_Z,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
Shenika Enriquez,Mrs.,4998 Smith Road,Los Angeles,CA,US,90050,0,,Shenika.Enriquez@tera-hp.net,250-381-3940,Master Card,,WE223 ,U.S.,22747484,5.19228E+15,,15125,14557,00:00.0,32:39.2,23.26,SC127 ,00:00.0,27-12-16,NA,21.21,Complete,Phone,Frequent,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Hoyt Stevenson,Mr.,4030 Andell Road,Los Angeles,CA,US,90083,0,,Hoyt.Stevenson@lopox.com,416-454-6026,VISA,,NC160 ,U.S.,22747484,4.08279E+15,,15126,14558,00:00.0,43:38.9,4.37,NW376 ,00:00.0,20-03-16,47,38.93,In-Progress,Phone,Occasional,LowValue,Gen_X,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Heather Akers,Mrs.,2028 Ashcraft Court,Los Angeles,CA,US,90033,0,,Heather.Akers@mailinator.com,424-482-5408,Master Card,,NC292 ,U.S.,22747484,5.14308E+15,,15127,14559,00:00.0,50:03.4,25.1,SW409 ,00:00.0,09-04-16,48,25.89,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heather Akers,Mrs.,2028 Ashcraft Court,Los Angeles,CA,US,90033,0,,Heather.Akers@mailinator.com,424-482-5408,Master Card,,NC292 ,U.S.,22747484,5.11E+15,,15127,14560,00:00.0,10:59.2,13.1,SC130 ,00:00.0,10-11-16,48,7.38,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Heather Akers,Mrs.,2028 Ashcraft Court,Los Angeles,CA,US,90033,0,,Heather.Akers@mailinator.com,424-482-5408,Master Card,,NC292 ,U.S.,22747484,5.12838E+15,,15127,14561,00:00.0,46:24.8,15.58,NE106 ,00:00.0,31-08-16,48,12.78,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Heather Akers,Mrs.,2028 Ashcraft Court,Los Angeles,CA,US,90033,0,,Heather.Akers@mailinator.com,424-482-5408,Master Card,,NC292 ,U.S.,22747484,5.14237E+15,,15127,14562,00:00.0,07:13.4,8.35,NE373 ,00:00.0,14-03-16,48,17.47,Abandoned,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Heather Akers,Mrs.,2028 Ashcraft Court,Los Angeles,CA,US,90033,0,,Heather.Akers@mailinator.com,424-482-5408,Master Card,,NC292 ,U.S.,22747484,5.17535E+15,,15127,14563,00:00.0,46:03.8,29.77,RP121 ,00:00.0,17-04-16,48,15.61,Cancelled,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Velma Warren,Mrs.,3297 Wilson Street,Los Angeles,CA,US,90004,0,,Velma.Warren@nifmail.jp,307-169-2941,American Express,,SC262 ,U.S.,22747484,3.72846E+14,,15128,14564,00:00.0,05:50.3,28.12,SC391 ,00:00.0,18-10-16,18,59.7,Complete,Phone,Frequent,MediumValue,Gen_Z,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Velma Warren,Mrs.,3297 Wilson Street,Los Angeles,CA,US,90004,0,,Velma.Warren@nifmail.jp,307-169-2941,American Express,,SC262 ,U.S.,22747484,3.48715E+14,,15128,14565,00:00.0,30:18.2,11.87,SW346 ,00:00.0,27-07-16,18,23.02,Cancelled,Desktop,Frequent,LowValue,Gen_Z,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
June Baker,Mrs.,1288 Kelly Street,Los Angeles,CA,US,90003,0,,June.Baker@otegami.com,662-298-3798,VISA,,NW181 ,U.S.,22747484,4.46911E+15,,15129,14566,00:00.0,01:10.6,5.45,SW274 ,00:00.0,09-10-16,66,242.26,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
June Baker,Mrs.,1288 Kelly Street,Los Angeles,CA,US,90003,0,,June.Baker@otegami.com,662-298-3798,VISA,,NW181 ,U.S.,22747484,4.3182E+15,,15129,14567,00:00.0,02:29.5,15.86,NE235 ,00:00.0,25-11-16,66,240.01,Cancelled,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
June Baker,Mrs.,1288 Kelly Street,Los Angeles,CA,US,90003,0,,June.Baker@otegami.com,662-298-3798,VISA,,NW181 ,U.S.,22747484,4.59369E+15,,15129,14568,00:00.0,40:10.3,4.2,NE235 ,00:00.0,23-04-16,66,26.94,Complete,Desktop,Frequent,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
June Baker,Mrs.,1288 Kelly Street,Los Angeles,CA,US,90003,0,,June.Baker@otegami.com,662-298-3798,VISA,,NW181 ,U.S.,22747484,4.43353E+15,,15129,14569,00:00.0,13:19.1,14.46,NW247 ,00:00.0,27-10-16,66,166.56,Abandoned,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
June Baker,Mrs.,1288 Kelly Street,Los Angeles,CA,US,90003,0,,June.Baker@otegami.com,662-298-3798,VISA,,NW181 ,U.S.,22747484,4.3443E+15,,15129,14570,00:00.0,31:57.8,21.4,SC196 ,00:00.0,29-12-16,66,130.22,Complete,Desktop,Frequent,MediumValue,Baby_Boomers,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Norene Coe,Mrs.,661 Stanton Hollow Road,Los Angeles,CA,US,90009,0,,Norene.Coe@drive.co.jp,344-343-9058,VISA,,NE175 ,U.S.,22747484,4.18728E+15,,15130,14571,00:00.0,49:33.1,21.32,WE418 ,00:00.0,31-07-16,NA,213.21,Complete,Phone,Occasional,HighValue,Gen_Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
Norene Coe,Mrs.,661 Stanton Hollow Road,Los Angeles,CA,US,90009,0,,Norene.Coe@drive.co.jp,344-343-9058,VISA,,NE175 ,U.S.,22747484,4.50545E+15,,15130,14572,00:00.0,57:03.8,17.16,WE289 ,00:00.0,17-06-16,NA,276.15,Abandoned,Phone,Occasional,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Norene Coe,Mrs.,661 Stanton Hollow Road,Los Angeles,CA,US,90009,0,,Norene.Coe@drive.co.jp,344-343-9058,VISA,,NE175 ,U.S.,22747484,4.1929E+15,,15130,14573,00:00.0,18:40.0,3.25,NE238 ,00:00.0,10-06-16,NA,90.7,Complete,Phone,Occasional,MediumValue,Gen_Z,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
